01-Oct-2020,1237.0,0.65
02-Oct-2020,1266.3,0.61
03-Oct-2020,1187.0,0.55
04-Oct-2020,1208.8,0.43
05-Oct-2020,1228.0,0.44
06-Oct-2020,1143.2,0.52
07-Oct-2020,1109.3,0.50
08-Oct-2020,1159.6,0.71
09-Oct-2020,1140.6,0.35
10-Oct-2020,1155.9,0.33
11-Oct-2020,1267.8,0.45
12-Oct-2020,1363.6,0.82
13-Oct-2020,1154.9,0.83
14-Oct-2020,1455.2,0.76
